season,T1,T2,result
N,676,721,-1
N,676,722,-1
N,676,731,-1
N,676,733,-1
N,676,738,-1
N,676,740,-1
N,676,745,-1
N,676,765,-1
N,676,766,-1
N,676,786,-1
N,676,789,-1
N,676,790,-1
N,676,793,-1
N,676,794,-1
N,676,810,-1
N,676,818,-1
N,676,821,-1
N,676,822,-1
N,676,825,-1
N,676,829,-1
N,676,835,-1
N,676,839,-1
N,676,840,-1
N,676,843,-1
N,676,849,-1
N,676,853,-1
N,682,683,-1
N,682,689,-1
N,682,708,-1
N,682,714,-1
N,682,720,-1
N,682,721,-1
N,682,722,-1
N,682,731,-1
N,682,733,-1
N,682,738,-1
N,682,740,-1
N,682,745,-1
N,682,765,-1
N,682,766,-1
N,682,786,-1
N,682,789,-1
N,682,790,-1
N,682,793,-1
N,682,794,-1
N,682,810,-1
N,682,818,-1
N,682,821,-1
N,682,822,-1
N,682,825,-1
N,682,829,-1
N,682,835,-1
N,682,839,-1
N,682,840,-1
N,682,843,-1
N,682,849,-1
N,682,853,-1
N,683,689,-1
N,683,708,-1
N,683,714,-1
N,683,720,-1
N,683,721,0
N,683,722,-1
N,683,731,-1
N,683,733,-1
N,683,738,-1
N,683,740,-1
N,683,745,-1
N,683,765,-1
N,683,766,-1
N,683,786,-1
N,683,789,-1
N,683,790,-1
N,683,793,-1
N,683,794,-1
N,683,810,-1
N,683,818,-1
N,683,821,-1
N,683,822,-1
N,683,825,-1
N,683,829,-1
N,683,835,-1
N,683,839,-1
N,683,840,-1
N,683,843,-1
N,683,849,-1
N,683,853,-1
N,689,708,-1
N,689,714,-1
N,689,720,-1
N,689,721,-1
N,689,722,-1
N,689,731,-1
N,689,733,-1
N,689,738,-1
N,689,740,-1
N,689,745,-1
N,689,765,-1
N,689,766,-1
N,689,786,-1
N,689,789,-1
N,689,790,-1
N,689,793,-1
N,689,794,-1
N,689,810,-1
N,689,818,-1
N,689,821,-1
N,689,822,-1
N,689,825,-1
N,689,829,-1
N,689,835,-1
N,689,839,-1
N,689,840,-1
N,689,843,-1
N,689,849,-1
N,689,853,-1
N,708,714,-1
N,708,720,-1
N,708,721,1
N,708,722,-1
N,708,731,-1
N,708,733,-1
N,708,738,-1
N,708,740,1
N,708,745,-1
N,708,765,-1
N,708,766,-1
N,708,786,-1
N,708,789,-1
N,708,790,-1
N,708,793,-1
N,708,794,-1
N,708,810,-1
N,708,818,-1
N,708,821,-1
N,708,822,-1
N,708,825,-1
N,708,829,1
N,708,835,-1
N,708,839,-1
N,708,840,-1
N,708,843,-1
N,708,849,-1
N,708,853,-1
N,714,720,-1
N,714,721,-1
N,714,722,-1
N,714,731,-1
N,714,733,-1
N,714,738,0
N,714,740,-1
N,714,745,-1
N,714,765,-1
N,714,766,-1
N,714,786,-1
N,714,789,-1
N,714,790,-1
N,714,793,-1
N,714,794,-1
N,714,810,-1
N,714,818,-1
N,714,821,-1
N,714,822,-1
N,714,825,-1
N,714,829,-1
N,714,835,-1
N,714,839,-1
N,714,840,-1
N,714,843,-1
N,714,849,-1
N,714,853,-1
N,720,721,-1
N,720,722,-1
N,720,731,-1
N,720,733,-1
N,720,738,-1
N,720,740,-1
N,720,745,-1
N,720,765,-1
N,720,766,0
N,720,786,-1
N,720,789,-1
N,720,790,-1
N,720,793,-1
N,720,794,-1
N,720,810,-1
N,720,818,-1
N,720,821,-1
N,720,822,-1
N,720,825,-1
N,720,829,-1
N,720,835,-1
N,720,839,-1
N,720,840,-1
N,720,843,-1
N,720,849,-1
N,720,853,-1
N,721,722,-1
N,721,731,-1
N,721,733,-1
N,721,738,-1
N,721,740,-1
N,721,745,-1
N,721,765,-1
N,721,766,-1
N,721,786,1
N,721,789,-1
N,721,790,-1
N,721,793,-1
N,721,794,-1
N,721,810,-1
N,721,818,-1
N,721,821,-1
N,721,822,-1
N,721,825,-1
N,721,829,-1
N,721,835,-1
N,721,839,-1
N,721,840,-1
N,721,843,-1
N,721,849,-1
N,721,853,-1
N,722,731,0
N,722,733,-1
N,722,738,-1
N,722,740,-1
N,722,745,-1
N,722,765,-1
N,722,766,-1
N,722,786,-1
N,722,789,-1
N,722,790,1
N,722,793,-1
N,722,794,-1
N,722,810,-1
N,722,818,-1
N,722,821,-1
N,722,822,-1
N,722,825,-1
N,722,829,-1
N,722,835,-1
N,722,839,-1
N,722,840,-1
N,722,843,-1
N,722,849,-1
N,722,853,-1
N,731,733,-1
N,731,738,-1
N,731,740,-1
N,731,745,-1
N,731,765,-1
N,731,766,-1
N,731,786,-1
N,731,789,-1
N,731,790,-1
N,731,793,-1
N,731,794,-1
N,731,810,-1
N,731,818,-1
N,731,821,-1
N,731,822,-1
N,731,825,-1
N,731,829,0
N,731,835,-1
N,731,839,-1
N,731,840,-1
N,731,843,-1
N,731,849,-1
N,731,853,1
N,733,738,-1
N,733,740,-1
N,733,745,-1
N,733,765,-1
N,733,766,-1
N,733,786,-1
N,733,789,-1
N,733,790,-1
N,733,793,-1
N,733,794,-1
N,733,810,-1
N,733,818,-1
N,733,821,-1
N,733,822,-1
N,733,825,-1
N,733,829,-1
N,733,835,-1
N,733,839,-1
N,733,840,-1
N,733,843,-1
N,733,849,-1
N,733,853,0
N,738,740,-1
N,738,745,-1
N,738,765,-1
N,738,766,-1
N,738,786,-1
N,738,789,-1
N,738,790,-1
N,738,793,-1
N,738,794,-1
N,738,810,-1
N,738,818,-1
N,738,821,-1
N,738,822,-1
N,738,825,-1
N,738,829,-1
N,738,835,-1
N,738,839,-1
N,738,840,1
N,738,843,-1
N,738,849,-1
N,738,853,-1
N,740,745,-1
N,740,765,-1
N,740,766,-1
N,740,786,-1
N,740,789,-1
N,740,790,-1
N,740,793,-1
N,740,794,-1
N,740,810,-1
N,740,818,-1
N,740,821,-1
N,740,822,-1
N,740,825,-1
N,740,829,-1
N,740,835,-1
N,740,839,-1
N,740,840,-1
N,740,843,-1
N,740,849,-1
N,740,853,-1
N,745,765,-1
N,745,766,-1
N,745,786,-1
N,745,789,-1
N,745,790,-1
N,745,793,-1
N,745,794,-1
N,745,810,-1
N,745,818,-1
N,745,821,-1
N,745,822,-1
N,745,825,-1
N,745,829,-1
N,745,835,-1
N,745,839,-1
N,745,840,-1
N,745,843,-1
N,745,849,-1
N,745,853,-1
N,765,766,-1
N,765,786,0
N,765,789,-1
N,765,790,-1
N,765,793,-1
N,765,794,-1
N,765,810,-1
N,765,818,-1
N,765,821,-1
N,765,822,-1
N,765,825,-1
N,765,829,-1
N,765,835,-1
N,765,839,-1
N,765,840,-1
N,765,843,-1
N,765,849,-1
N,765,853,-1
N,766,786,-1
N,766,789,-1
N,766,790,-1
N,766,793,-1
N,766,794,-1
N,766,810,-1
N,766,818,-1
N,766,821,-1
N,766,822,-1
N,766,825,-1
N,766,829,-1
N,766,835,-1
N,766,839,-1
N,766,840,-1
N,766,843,-1
N,766,849,-1
N,766,853,-1
N,786,789,-1
N,786,790,-1
N,786,793,-1
N,786,794,-1
N,786,810,-1
N,786,818,-1
N,786,821,-1
N,786,822,-1
N,786,825,-1
N,786,829,-1
N,786,835,-1
N,786,839,-1
N,786,840,-1
N,786,843,-1
N,786,849,-1
N,786,853,-1
N,789,790,-1
N,789,793,-1
N,789,794,-1
N,789,810,-1
N,789,818,-1
N,789,821,-1
N,789,822,-1
N,789,825,-1
N,789,829,-1
N,789,835,-1
N,789,839,-1
N,789,840,-1
N,789,843,-1
N,789,849,-1
N,789,853,-1
N,790,793,-1
N,790,794,-1
N,790,810,-1
N,790,818,-1
N,790,821,-1
N,790,822,-1
N,790,825,-1
N,790,829,-1
N,790,835,-1
N,790,839,-1
N,790,840,-1
N,790,843,-1
N,790,849,-1
N,790,853,-1
N,793,794,-1
N,793,810,-1
N,793,818,-1
N,793,821,-1
N,793,822,-1
N,793,825,-1
N,793,829,-1
N,793,835,-1
N,793,839,-1
N,793,840,-1
N,793,843,-1
N,793,849,-1
N,793,853,-1
N,794,810,-1
N,794,818,-1
N,794,821,-1
N,794,822,-1
N,794,825,-1
N,794,829,-1
N,794,835,-1
N,794,839,-1
N,794,840,-1
N,794,843,-1
N,794,849,-1
N,794,853,-1
N,810,818,-1
N,810,821,-1
N,810,822,-1
N,810,825,1
N,810,829,0
N,810,835,-1
N,810,839,-1
N,810,840,-1
N,810,843,-1
N,810,849,-1
N,810,853,-1
N,818,821,-1
N,818,822,-1
N,818,825,-1
N,818,829,-1
N,818,835,-1
N,818,839,-1
N,818,840,-1
N,818,843,-1
N,818,849,-1
N,818,853,-1
N,821,822,-1
N,821,825,-1
N,821,829,-1
N,821,835,-1
N,821,839,-1
N,821,840,-1
N,821,843,-1
N,821,849,-1
N,821,853,-1
N,822,825,-1
N,822,829,-1
N,822,835,-1
N,822,839,-1
N,822,840,-1
N,822,843,-1
N,822,849,-1
N,822,853,-1
N,825,829,-1
N,825,835,-1
N,825,839,-1
N,825,840,-1
N,825,843,-1
N,825,849,-1
N,825,853,-1
N,829,835,-1
N,829,839,-1
N,829,840,-1
N,829,843,-1
N,829,849,-1
N,829,853,-1
N,835,839,-1
N,835,840,-1
N,835,843,-1
N,835,849,-1
N,835,853,-1
N,839,840,-1
N,839,843,-1
N,839,849,-1
N,839,853,-1
N,840,843,-1
N,840,849,-1
N,840,853,-1
N,843,849,-1
N,843,853,-1
N,849,853,0
O,514,521,-1
O,514,535,-1
O,514,536,-1
O,514,539,-1
O,514,551,-1
O,514,561,-1
O,514,577,0
O,514,586,-1
O,514,592,-1
O,514,595,-1
O,514,603,-1
O,514,606,-1
O,514,607,-1
O,514,617,-1
O,514,636,-1
O,514,637,-1
O,514,640,-1
O,514,644,-1
O,514,651,-1
O,514,660,-1
O,514,662,-1
O,514,671,-1
O,514,673,-1
O,514,676,-1
O,514,680,-1
O,514,683,-1
O,514,687,-1
O,514,701,-1
O,514,702,-1
O,514,711,-1
O,514,714,-1
O,514,717,-1
O,514,718,-1
O,514,719,-1
O,514,720,-1
O,514,722,-1
O,514,723,-1
O,514,731,-1
O,514,738,-1
O,514,743,-1
O,514,745,-1
O,514,751,-1
O,514,754,-1
O,514,757,-1
O,514,766,-1
O,514,781,-1
O,514,786,-1
O,514,789,-1
O,514,790,-1
O,514,793,-1
O,514,794,-1
O,514,817,-1
O,514,822,-1
O,514,824,-1
O,514,827,-1
O,514,828,-1
O,514,829,-1
O,514,839,-1
O,514,840,-1
O,514,843,-1
O,514,848,-1
O,514,849,-1
O,514,850,-1
O,514,853,-1
O,521,535,-1
O,521,536,-1
O,521,539,-1
O,521,551,-1
O,521,561,-1
O,521,577,0
O,521,586,-1
O,521,592,-1
O,521,595,-1
O,521,603,-1
O,521,606,-1
O,521,607,-1
O,521,617,-1
O,521,636,-1
O,521,637,-1
O,521,640,-1
O,521,644,-1
O,521,651,-1
O,521,660,-1
O,521,662,-1
O,521,671,-1
O,521,673,-1
O,521,676,-1
O,521,680,-1
O,521,683,-1
O,521,687,-1
O,521,701,-1
O,521,702,-1
O,521,711,-1
O,521,714,-1
O,521,717,-1
O,521,718,-1
O,521,719,-1
O,521,720,-1
O,521,722,-1
O,521,723,1
O,521,731,-1
O,521,738,-1
O,521,743,-1
O,521,745,-1
O,521,751,1
O,521,754,-1
O,521,757,-1
O,521,766,-1
O,521,781,1
O,521,786,-1
O,521,789,-1
O,521,790,-1
O,521,793,-1
O,521,794,-1
O,521,817,-1
O,521,822,-1
O,521,824,-1
O,521,827,-1
O,521,828,-1
O,521,829,-1
O,521,839,-1
O,521,840,-1
O,521,843,-1
O,521,848,-1
O,521,849,-1
O,521,850,-1
O,521,853,-1
O,535,536,-1
O,535,539,-1
O,535,551,-1
O,535,561,-1
O,535,577,0
O,535,586,-1
O,535,592,-1
O,535,595,-1
O,535,603,-1
O,535,606,-1
O,535,607,-1
O,535,617,-1
O,535,636,-1
O,535,637,1
O,535,640,-1
O,535,644,-1
O,535,651,-1
O,535,660,-1
O,535,662,-1
O,535,671,1
O,535,673,-1
O,535,676,-1
O,535,680,-1
O,535,683,-1
O,535,687,1
O,535,701,-1
O,535,702,-1
O,535,711,-1
O,535,714,-1
O,535,717,-1
O,535,718,-1
O,535,719,-1
O,535,720,-1
O,535,722,-1
O,535,723,-1
O,535,731,-1
O,535,738,-1
O,535,743,-1
O,535,745,-1
O,535,751,-1
O,535,754,-1
O,535,757,-1
O,535,766,-1
O,535,781,-1
O,535,786,1
O,535,789,-1
O,535,790,-1
O,535,793,-1
O,535,794,-1
O,535,817,-1
O,535,822,-1
O,535,824,1
O,535,827,-1
O,535,828,-1
O,535,829,-1
O,535,839,-1
O,535,840,-1
O,535,843,-1
O,535,848,-1
O,535,849,-1
O,535,850,-1
O,535,853,-1
O,536,539,-1
O,536,551,-1
O,536,561,-1
O,536,577,-1
O,536,586,-1
O,536,592,1
O,536,595,-1
O,536,603,-1
O,536,606,-1
O,536,607,-1
O,536,617,-1
O,536,636,-1
O,536,637,0
O,536,640,-1
O,536,644,-1
O,536,651,-1
O,536,660,-1
O,536,662,-1
O,536,671,-1
O,536,673,-1
O,536,676,-1
O,536,680,-1
O,536,683,-1
O,536,687,-1
O,536,701,-1
O,536,702,-1
O,536,711,-1
O,536,714,-1
O,536,717,-1
O,536,718,-1
O,536,719,-1
O,536,720,-1
O,536,722,-1
O,536,723,-1
O,536,731,-1
O,536,738,-1
O,536,743,-1
O,536,745,-1
O,536,751,-1
O,536,754,-1
O,536,757,-1
O,536,766,-1
O,536,781,-1
O,536,786,-1
O,536,789,-1
O,536,790,-1
O,536,793,-1
O,536,794,-1
O,536,817,-1
O,536,822,-1
O,536,824,-1
O,536,827,-1
O,536,828,-1
O,536,829,-1
O,536,839,-1
O,536,840,-1
O,536,843,-1
O,536,848,-1
O,536,849,-1
O,536,850,-1
O,536,853,-1
O,539,551,-1
O,539,561,-1
O,539,577,0
O,539,586,-1
O,539,592,-1
O,539,595,-1
O,539,603,-1
O,539,606,-1
O,539,607,-1
O,539,617,-1
O,539,636,-1
O,539,637,-1
O,539,640,-1
O,539,644,-1
O,539,651,1
O,539,660,-1
O,539,662,-1
O,539,671,-1
O,539,673,-1
O,539,676,-1
O,539,680,-1
O,539,683,-1
O,539,687,-1
O,539,701,-1
O,539,702,-1
O,539,711,-1
O,539,714,-1
O,539,717,-1
O,539,718,-1
O,539,719,-1
O,539,720,-1
O,539,722,-1
O,539,723,-1
O,539,731,-1
O,539,738,-1
O,539,743,-1
O,539,745,-1
O,539,751,-1
O,539,754,-1
O,539,757,-1
O,539,766,-1
O,539,781,-1
O,539,786,-1
O,539,789,-1
O,539,790,-1
O,539,793,-1
O,539,794,-1
O,539,817,-1
O,539,822,-1
O,539,824,-1
O,539,827,-1
O,539,828,-1
O,539,829,-1
O,539,839,-1
O,539,840,-1
O,539,843,-1
O,539,848,-1
O,539,849,-1
O,539,850,-1
O,539,853,-1
O,551,561,-1
O,551,577,-1
O,551,586,-1
O,551,592,-1
O,551,595,-1
O,551,603,-1
O,551,606,-1
O,551,607,-1
O,551,617,-1
O,551,636,-1
O,551,637,-1
O,551,640,-1
O,551,644,-1
O,551,651,-1
O,551,660,-1
O,551,662,-1
O,551,671,-1
O,551,673,-1
O,551,676,0
O,551,680,-1
O,551,683,-1
O,551,687,-1
O,551,701,-1
O,551,702,-1
O,551,711,-1
O,551,714,-1
O,551,717,-1
O,551,718,-1
O,551,719,-1
O,551,720,-1
O,551,722,-1
O,551,723,-1
O,551,731,-1
O,551,738,-1
O,551,743,-1
O,551,745,-1
O,551,751,-1
O,551,754,-1
O,551,757,-1
O,551,766,-1
O,551,781,-1
O,551,786,-1
O,551,789,-1
O,551,790,-1
O,551,793,-1
O,551,794,-1
O,551,817,-1
O,551,822,-1
O,551,824,-1
O,551,827,-1
O,551,828,-1
O,551,829,-1
O,551,839,-1
O,551,840,-1
O,551,843,-1
O,551,848,-1
O,551,849,-1
O,551,850,-1
O,551,853,-1
O,561,577,-1
O,561,586,-1
O,561,592,-1
O,561,595,-1
O,561,603,-1
O,561,606,-1
O,561,607,-1
O,561,617,-1
O,561,636,-1
O,561,637,-1
O,561,640,0
O,561,644,-1
O,561,651,-1
O,561,660,-1
O,561,662,-1
O,561,671,-1
O,561,673,-1
O,561,676,-1
O,561,680,-1
O,561,683,-1
O,561,687,-1
O,561,701,-1
O,561,702,-1
O,561,711,-1
O,561,714,-1
O,561,717,-1
O,561,718,-1
O,561,719,-1
O,561,720,-1
O,561,722,-1
O,561,723,-1
O,561,731,-1
O,561,738,-1
O,561,743,-1
O,561,745,-1
O,561,751,-1
O,561,754,-1
O,561,757,-1
O,561,766,-1
O,561,781,-1
O,561,786,-1
O,561,789,1
O,561,790,-1
O,561,793,-1
O,561,794,-1
O,561,817,-1
O,561,822,-1
O,561,824,-1
O,561,827,-1
O,561,828,-1
O,561,829,-1
O,561,839,-1
O,561,840,-1
O,561,843,-1
O,561,848,-1
O,561,849,1
O,561,850,-1
O,561,853,-1
O,577,586,-1
O,577,592,-1
O,577,595,-1
O,577,603,-1
O,577,606,-1
O,577,607,-1
O,577,617,-1
O,577,636,-1
O,577,637,-1
O,577,640,-1
O,577,644,-1
O,577,651,-1
O,577,660,-1
O,577,662,-1
O,577,671,-1
O,577,673,-1
O,577,676,-1
O,577,680,-1
O,577,683,-1
O,577,687,-1
O,577,701,-1
O,577,702,-1
O,577,711,-1
O,577,714,-1
O,577,717,-1
O,577,718,-1
O,577,719,-1
O,577,720,-1
O,577,722,-1
O,577,723,-1
O,577,731,-1
O,577,738,1
O,577,743,-1
O,577,745,-1
O,577,751,-1
O,577,754,-1
O,577,757,-1
O,577,766,-1
O,577,781,-1
O,577,786,-1
O,577,789,-1
O,577,790,-1
O,577,793,-1
O,577,794,-1
O,577,817,-1
O,577,822,-1
O,577,824,-1
O,577,827,-1
O,577,828,-1
O,577,829,-1
O,577,839,-1
O,577,840,-1
O,577,843,1
O,577,848,-1
O,577,849,-1
O,577,850,-1
O,577,853,-1
O,586,592,-1
O,586,595,-1
O,586,603,-1
O,586,606,-1
O,586,607,-1
O,586,617,-1
O,586,636,-1
O,586,637,-1
O,586,640,0
O,586,644,-1
O,586,651,-1
O,586,660,-1
O,586,662,-1
O,586,671,-1
O,586,673,-1
O,586,676,-1
O,586,680,-1
O,586,683,-1
O,586,687,-1
O,586,701,-1
O,586,702,-1
O,586,711,-1
O,586,714,-1
O,586,717,-1
O,586,718,-1
O,586,719,-1
O,586,720,-1
O,586,722,-1
O,586,723,-1
O,586,731,-1
O,586,738,-1
O,586,743,-1
O,586,745,-1
O,586,751,-1
O,586,754,-1
O,586,757,-1
O,586,766,-1
O,586,781,-1
O,586,786,-1
O,586,789,-1
O,586,790,-1
O,586,793,-1
O,586,794,-1
O,586,817,-1
O,586,822,-1
O,586,824,-1
O,586,827,-1
O,586,828,-1
O,586,829,-1
O,586,839,-1
O,586,840,-1
O,586,843,-1
O,586,848,-1
O,586,849,-1
O,586,850,-1
O,586,853,-1
O,592,595,-1
O,592,603,-1
O,592,606,-1
O,592,607,-1
O,592,617,-1
O,592,636,-1
O,592,637,-1
O,592,640,-1
O,592,644,-1
O,592,651,-1
O,592,660,-1
O,592,662,-1
O,592,671,-1
O,592,673,-1
O,592,676,-1
O,592,680,-1
O,592,683,-1
O,592,687,-1
O,592,701,-1
O,592,702,-1
O,592,711,-1
O,592,714,-1
O,592,717,-1
O,592,718,-1
O,592,719,-1
O,592,720,-1
O,592,722,-1
O,592,723,-1
O,592,731,-1
O,592,738,-1
O,592,743,-1
O,592,745,-1
O,592,751,-1
O,592,754,-1
O,592,757,-1
O,592,766,-1
O,592,781,-1
O,592,786,-1
O,592,789,-1
O,592,790,-1
O,592,793,-1
O,592,794,-1
O,592,817,-1
O,592,822,-1
O,592,824,-1
O,592,827,-1
O,592,828,-1
O,592,829,-1
O,592,839,-1
O,592,840,-1
O,592,843,-1
O,592,848,-1
O,592,849,-1
O,592,850,-1
O,592,853,-1
O,595,603,-1
O,595,606,-1
O,595,607,0
O,595,617,-1
O,595,636,-1
O,595,637,-1
O,595,640,-1
O,595,644,-1
O,595,651,-1
O,595,660,-1
O,595,662,-1
O,595,671,-1
O,595,673,-1
O,595,676,-1
O,595,680,-1
O,595,683,-1
O,595,687,-1
O,595,701,-1
O,595,702,-1
O,595,711,-1
O,595,714,-1
O,595,717,-1
O,595,718,-1
O,595,719,-1
O,595,720,-1
O,595,722,-1
O,595,723,-1
O,595,731,-1
O,595,738,-1
O,595,743,-1
O,595,745,-1
O,595,751,-1
O,595,754,-1
O,595,757,-1
O,595,766,-1
O,595,781,-1
O,595,786,-1
O,595,789,-1
O,595,790,-1
O,595,793,-1
O,595,794,-1
O,595,817,-1
O,595,822,-1
O,595,824,-1
O,595,827,-1
O,595,828,-1
O,595,829,-1
O,595,839,-1
O,595,840,-1
O,595,843,-1
O,595,848,-1
O,595,849,-1
O,595,850,-1
O,595,853,-1
O,603,606,-1
O,603,607,-1
O,603,617,-1
O,603,636,-1
O,603,637,-1
O,603,640,-1
O,603,644,-1
O,603,651,-1
O,603,660,-1
O,603,662,-1
O,603,671,-1
O,603,673,-1
O,603,676,-1
O,603,680,-1
O,603,683,-1
O,603,687,-1
O,603,701,-1
O,603,702,-1
O,603,711,-1
O,603,714,-1
O,603,717,-1
O,603,718,-1
O,603,719,0
O,603,720,-1
O,603,722,-1
O,603,723,-1
O,603,731,-1
O,603,738,-1
O,603,743,-1
O,603,745,-1
O,603,751,-1
O,603,754,-1
O,603,757,-1
O,603,766,-1
O,603,781,-1
O,603,786,-1
O,603,789,-1
O,603,790,-1
O,603,793,-1
O,603,794,-1
O,603,817,-1
O,603,822,-1
O,603,824,-1
O,603,827,-1
O,603,828,-1
O,603,829,-1
O,603,839,-1
O,603,840,-1
O,603,843,-1
O,603,848,-1
O,603,849,-1
O,603,850,-1
O,603,853,-1
O,606,607,-1
O,606,617,-1
O,606,636,-1
O,606,637,-1
O,606,640,-1
O,606,644,-1
O,606,651,-1
O,606,660,-1
O,606,662,-1
O,606,671,-1
O,606,673,-1
O,606,676,-1
O,606,680,-1
O,606,683,-1
O,606,687,-1
O,606,701,-1
O,606,702,-1
O,606,711,-1
O,606,714,-1
O,606,717,-1
O,606,718,-1
O,606,719,-1
O,606,720,0
O,606,722,1
O,606,723,-1
O,606,731,-1
O,606,738,-1
O,606,743,-1
O,606,745,-1
O,606,751,-1
O,606,754,-1
O,606,757,-1
O,606,766,-1
O,606,781,-1
O,606,786,-1
O,606,789,-1
O,606,790,-1
O,606,793,-1
O,606,794,-1
O,606,817,-1
O,606,822,-1
O,606,824,-1
O,606,827,-1
O,606,828,-1
O,606,829,-1
O,606,839,-1
O,606,840,-1
O,606,843,-1
O,606,848,-1
O,606,849,-1
O,606,850,-1
O,606,853,-1
O,607,617,-1
O,607,636,-1
O,607,637,-1
O,607,640,-1
O,607,644,-1
O,607,651,-1
O,607,660,-1
O,607,662,-1
O,607,671,-1
O,607,673,-1
O,607,676,-1
O,607,680,-1
O,607,683,-1
O,607,687,-1
O,607,701,-1
O,607,702,-1
O,607,711,-1
O,607,714,-1
O,607,717,-1
O,607,718,-1
O,607,719,-1
O,607,720,-1
O,607,722,-1
O,607,723,-1
O,607,731,-1
O,607,738,-1
O,607,743,-1
O,607,745,-1
O,607,751,-1
O,607,754,-1
O,607,757,-1
O,607,766,-1
O,607,781,-1
O,607,786,0
O,607,789,-1
O,607,790,-1
O,607,793,-1
O,607,794,-1
O,607,817,-1
O,607,822,-1
O,607,824,-1
O,607,827,-1
O,607,828,-1
O,607,829,-1
O,607,839,-1
O,607,840,-1
O,607,843,-1
O,607,848,-1
O,607,849,-1
O,607,850,-1
O,607,853,-1
O,617,636,-1
O,617,637,-1
O,617,640,-1
O,617,644,-1
O,617,651,-1
O,617,660,-1
O,617,662,0
O,617,671,-1
O,617,673,-1
O,617,676,-1
O,617,680,-1
O,617,683,-1
O,617,687,-1
O,617,701,-1
O,617,702,-1
O,617,711,-1
O,617,714,-1
O,617,717,-1
O,617,718,-1
O,617,719,-1
O,617,720,-1
O,617,722,-1
O,617,723,-1
O,617,731,-1
O,617,738,-1
O,617,743,-1
O,617,745,-1
O,617,751,-1
O,617,754,-1
O,617,757,-1
O,617,766,-1
O,617,781,-1
O,617,786,-1
O,617,789,-1
O,617,790,-1
O,617,793,-1
O,617,794,-1
O,617,817,-1
O,617,822,-1
O,617,824,-1
O,617,827,-1
O,617,828,-1
O,617,829,-1
O,617,839,-1
O,617,840,-1
O,617,843,-1
O,617,848,-1
O,617,849,-1
O,617,850,-1
O,617,853,-1
O,636,637,-1
O,636,640,-1
O,636,644,1
O,636,651,-1
O,636,660,-1
O,636,662,-1
O,636,671,-1
O,636,673,-1
O,636,676,-1
O,636,680,-1
O,636,683,-1
O,636,687,-1
O,636,701,-1
O,636,702,-1
O,636,711,-1
O,636,714,0
O,636,717,-1
O,636,718,-1
O,636,719,-1
O,636,720,-1
O,636,722,-1
O,636,723,-1
O,636,731,-1
O,636,738,-1
O,636,743,-1
O,636,745,-1
O,636,751,-1
O,636,754,-1
O,636,757,-1
O,636,766,-1
O,636,781,-1
O,636,786,-1
O,636,789,-1
O,636,790,-1
O,636,793,-1
O,636,794,-1
O,636,817,-1
O,636,822,-1
O,636,824,-1
O,636,827,-1
O,636,828,-1
O,636,829,-1
O,636,839,-1
O,636,840,-1
O,636,843,-1
O,636,848,-1
O,636,849,-1
O,636,850,-1
O,636,853,-1
O,637,640,-1
O,637,644,-1
O,637,651,-1
O,637,660,-1
O,637,662,-1
O,637,671,-1
O,637,673,-1
O,637,676,-1
O,637,680,-1
O,637,683,-1
O,637,687,-1
O,637,701,-1
O,637,702,-1
O,637,711,1
O,637,714,-1
O,637,717,-1
O,637,718,-1
O,637,719,-1
O,637,720,-1
O,637,722,-1
O,637,723,-1
O,637,731,-1
O,637,738,-1
O,637,743,-1
O,637,745,-1
O,637,751,-1
O,637,754,-1
O,637,757,-1
O,637,766,-1
O,637,781,-1
O,637,786,-1
O,637,789,-1
O,637,790,-1
O,637,793,-1
O,637,794,-1
O,637,817,-1
O,637,822,-1
O,637,824,-1
O,637,827,-1
O,637,828,-1
O,637,829,-1
O,637,839,-1
O,637,840,-1
O,637,843,-1
O,637,848,-1
O,637,849,-1
O,637,850,-1
O,637,853,1
O,640,644,-1
O,640,651,-1
O,640,660,-1
O,640,662,-1
O,640,671,-1
O,640,673,-1
O,640,676,-1
O,640,680,-1
O,640,683,-1
O,640,687,-1
O,640,701,-1
O,640,702,-1
O,640,711,-1
O,640,714,-1
O,640,717,-1
O,640,718,-1
O,640,719,-1
O,640,720,-1
O,640,722,-1
O,640,723,-1
O,640,731,-1
O,640,738,-1
O,640,743,-1
O,640,745,-1
O,640,751,-1
O,640,754,-1
O,640,757,-1
O,640,766,-1
O,640,781,-1
O,640,786,-1
O,640,789,-1
O,640,790,-1
O,640,793,-1
O,640,794,-1
O,640,817,-1
O,640,822,-1
O,640,824,-1
O,640,827,-1
O,640,828,-1
O,640,829,-1
O,640,839,1
O,640,840,-1
O,640,843,0
O,640,848,-1
O,640,849,-1
O,640,850,-1
O,640,853,-1
O,644,651,-1
O,644,660,-1
O,644,662,-1
O,644,671,-1
O,644,673,-1
O,644,676,-1
O,644,680,-1
O,644,683,-1
O,644,687,-1
O,644,701,-1
O,644,702,-1
O,644,711,-1
O,644,714,-1
O,644,717,-1
O,644,718,-1
O,644,719,-1
O,644,720,-1
O,644,722,-1
O,644,723,-1
O,644,731,-1
O,644,738,-1
O,644,743,-1
O,644,745,-1
O,644,751,-1
O,644,754,-1
O,644,757,-1
O,644,766,-1
O,644,781,-1
O,644,786,-1
O,644,789,-1
O,644,790,-1
O,644,793,-1
O,644,794,-1
O,644,817,-1
O,644,822,-1
O,644,824,-1
O,644,827,-1
O,644,828,-1
O,644,829,-1
